1187) Scaler: Standard, classifier: PA-I--3, mean: 0.7541488154131364, class wrong: [0.04203125, 0.13747252747252747, 1.0, 1.0]
518) Scaler: MinMax, classifier: SGD-hu-n-0, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
794) Scaler: Robust, classifier: SGD-hu-l2--1, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
498) Scaler: MinMax, classifier: SGD-hu-e--1, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
1107) Scaler: Standard, classifier: SGD-ei-l1-0, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
207) Scaler: MaxAbs, classifier: SGD-ei-l1-0, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
205) Scaler: MaxAbs, classifier: SGD-sl-l1-0, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
199) Scaler: MaxAbs, classifier: SGD-ei-e--1, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
198) Scaler: MaxAbs, classifier: SGD-hu-e--1, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
195) Scaler: MaxAbs, classifier: SGD-ei-l2--1, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
194) Scaler: MaxAbs, classifier: SGD-hu-l2--1, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
191) Scaler: MaxAbs, classifier: SGD-ei-l1--1, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
190) Scaler: MaxAbs, classifier: SGD-hu-l1--1, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
182) Scaler: MaxAbs, classifier: SGD-hu-e--2, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
178) Scaler: MaxAbs, classifier: SGD-hu-l2--2, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
174) Scaler: MaxAbs, classifier: SGD-hu-l1--2, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
1430) Scaler: None, classifier: SGD-hu-e-1, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
114) Scaler: MaxAbs, classifier: SGD-sh-e-1, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
361) Scaler: MinMax, classifier: SGD-h-l1--1, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
362) Scaler: MinMax, classifier: SGD-l-l1--1, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
113) Scaler: MaxAbs, classifier: SGD-mh-e-1, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
109) Scaler: MaxAbs, classifier: SGD-sh-l2-1, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
108) Scaler: MaxAbs, classifier: SGD-mh-l2-1, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
107) Scaler: MaxAbs, classifier: SGD-l-l2-1, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
106) Scaler: MaxAbs, classifier: SGD-h-l2-1, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
104) Scaler: MaxAbs, classifier: SGD-sh-l1-1, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
371) Scaler: MinMax, classifier: SGD-h-e--1, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
206) Scaler: MaxAbs, classifier: SGD-hu-l1-0, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
210) Scaler: MaxAbs, classifier: SGD-hu-l2-0, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
103) Scaler: MaxAbs, classifier: SGD-mh-l1-1, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
211) Scaler: MaxAbs, classifier: SGD-ei-l2-0, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
981) Scaler: Standard, classifier: SGD-h-l1-0, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
982) Scaler: Standard, classifier: SGD-l-l1-0, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
983) Scaler: Standard, classifier: SGD-mh-l1-0, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
991) Scaler: Standard, classifier: SGD-h-e-0, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
992) Scaler: Standard, classifier: SGD-l-e-0, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
290) Scaler: MaxAbs, classifier: PA-II--4, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
289) Scaler: MaxAbs, classifier: PA-I--4, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
287) Scaler: MaxAbs, classifier: PA-I--3, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
1003) Scaler: Standard, classifier: SGD-mh-l1-1, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
1004) Scaler: Standard, classifier: SGD-sh-l1-1, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
1013) Scaler: Standard, classifier: SGD-mh-e-1, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
232) Scaler: MaxAbs, classifier: SGD-sei-e-1, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
228) Scaler: MaxAbs, classifier: SGD-sei-l2-1, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
227) Scaler: MaxAbs, classifier: SGD-ei-l2-1, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
226) Scaler: MaxAbs, classifier: SGD-hu-l2-1, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
225) Scaler: MaxAbs, classifier: SGD-sl-l2-1, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
224) Scaler: MaxAbs, classifier: SGD-sei-l1-1, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
218) Scaler: MaxAbs, classifier: SGD-hu-n-0, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
215) Scaler: MaxAbs, classifier: SGD-ei-e-0, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
214) Scaler: MaxAbs, classifier: SGD-hu-e-0, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
213) Scaler: MaxAbs, classifier: SGD-sl-e-0, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
372) Scaler: MinMax, classifier: SGD-l-e--1, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
985) Scaler: Standard, classifier: SGD-p-l1-0, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
381) Scaler: MinMax, classifier: SGD-h-l1-0, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
386) Scaler: MinMax, classifier: SGD-h-l2-0, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
404) Scaler: MinMax, classifier: SGD-sh-l1-1, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
407) Scaler: MinMax, classifier: SGD-l-l2-1, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
409) Scaler: MinMax, classifier: SGD-sh-l2-1, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
413) Scaler: MinMax, classifier: SGD-mh-e-1, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
414) Scaler: MinMax, classifier: SGD-sh-e-1, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
393) Scaler: MinMax, classifier: SGD-mh-e-0, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
815) Scaler: Robust, classifier: SGD-ei-e-0, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
814) Scaler: Robust, classifier: SGD-hu-e-0, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
811) Scaler: Robust, classifier: SGD-ei-l2-0, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
392) Scaler: MinMax, classifier: SGD-l-e-0, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
93) Scaler: MaxAbs, classifier: SGD-mh-e-0, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
391) Scaler: MinMax, classifier: SGD-h-e-0, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
1090) Scaler: Standard, classifier: SGD-hu-l1--1, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
387) Scaler: MinMax, classifier: SGD-l-l2-0, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
474) Scaler: MinMax, classifier: SGD-hu-l1--2, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
403) Scaler: MinMax, classifier: SGD-mh-l1-1, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
482) Scaler: MinMax, classifier: SGD-hu-e--2, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
382) Scaler: MinMax, classifier: SGD-l-l1-0, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
806) Scaler: Robust, classifier: SGD-hu-l1-0, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
383) Scaler: MinMax, classifier: SGD-mh-l1-0, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
798) Scaler: Robust, classifier: SGD-hu-e--1, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
1098) Scaler: Standard, classifier: SGD-hu-e--1, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
478) Scaler: MinMax, classifier: SGD-hu-l2--2, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
92) Scaler: MaxAbs, classifier: SGD-l-e-0, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
91) Scaler: MaxAbs, classifier: SGD-h-e-0, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
807) Scaler: Robust, classifier: SGD-ei-l1-0, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
1106) Scaler: Standard, classifier: SGD-hu-l1-0, mean: 0.617284961804005, class wrong: [0.0, 1.0, 1.0, 1.0]
408) Scaler: MinMax, classifier: SGD-mh-l2-1, mean: 0.6171883434465172, class wrong: [0.0003125, 0.9994871794871795, 1.0, 1.0]
1267) Scaler: None, classifier: SGD-l-l2--1, mean: 0.6170745972368449, class wrong: [0.16999999999999998, 0.5959236002093145, 0.8402106047898611, 0.888855218855219]
1254) Scaler: None, classifier: SGD-sh-e--2, mean: 0.61700907017268, class wrong: [0.17187499999999997, 0.5877132391418105, 0.8512766750535832, 0.868013468013468]
417) Scaler: MinMax, classifier: SGD-l-n-1, mean: 0.6169982714945227, class wrong: [0.01171875, 0.9647069597069597, 0.9979452054794521, 1.0]
54) Scaler: MaxAbs, classifier: SGD-sh-e--2, mean: 0.6167220970256919, class wrong: [0.2946875, 0.3296650968079539, 0.6453499207902339, 0.9119191919191918]
1319) Scaler: None, classifier: SGD-sh-n-1, mean: 0.6163383058996809, class wrong: [0.28500000000000003, 0.41546572475143895, 0.6446230547013327, 0.7262962962962962]
364) Scaler: MinMax, classifier: SGD-sh-l1--1, mean: 0.6161354968985276, class wrong: [0.255, 0.40619047619047627, 0.7673655763675333, 0.7853198653198654]
1339) Scaler: None, classifier: SGD-sh-n-2, mean: 0.6160709908709022, class wrong: [0.27875, 0.41239403453689166, 0.6447721554375174, 0.8134343434343434]
1250) Scaler: None, classifier: SGD-p-l2--2, mean: 0.6154437122477653, class wrong: [0.18578125, 0.6116771323914181, 0.7836361942037089, 0.8301010101010101]
1214) Scaler: None, classifier: SGD-sh-e--4, mean: 0.615378847345222, class wrong: [0.15781250000000002, 0.6149188906331763, 0.8868651570217129, 0.8721548821548822]
1247) Scaler: None, classifier: SGD-l-l2--2, mean: 0.614771120822821, class wrong: [0.18484375, 0.5822789115646259, 0.8402711769639362, 0.8075420875420875]
117) Scaler: MaxAbs, classifier: SGD-l-n-1, mean: 0.6135224307381313, class wrong: [0.01203125, 0.9805756148613292, 1.0, 1.0]
669) Scaler: Robust, classifier: SGD-sh-l2--1, mean: 0.6132341654032448, class wrong: [0.1353125, 0.7377446363160649, 0.9024508433510391, 0.6921885521885522]
89) Scaler: MaxAbs, classifier: SGD-sh-l2-0, mean: 0.6129367630329309, class wrong: [0.015, 0.9989795918367346, 0.9753424657534246, 0.975925925925926]
1266) Scaler: None, classifier: SGD-h-l2--1, mean: 0.6128524224247177, class wrong: [0.1509375, 0.6880193615907901, 0.8369164103997763, 0.8722895622895624]
394) Scaler: MinMax, classifier: SGD-sh-e-0, mean: 0.6118033999333387, class wrong: [0.04515625, 0.8844400837257979, 0.9959137079489329, 1.0]
535) Scaler: MinMax, classifier: SGD-ei-n-1, mean: 0.6117878690092466, class wrong: [0.026718750000000003, 0.9499267399267399, 0.9890783710744572, 1.0]
94) Scaler: MaxAbs, classifier: SGD-sh-e-0, mean: 0.6110043958831725, class wrong: [0.033437499999999995, 0.9387598116169545, 0.9801369863013699, 1.0]
235) Scaler: MaxAbs, classifier: SGD-ei-n-1, mean: 0.610919972249252, class wrong: [0.019687500000000004, 0.9703715332286761, 0.9986301369863014, 1.0]
1255) Scaler: None, classifier: SGD-p-e--2, mean: 0.6100610238594323, class wrong: [0.18984375, 0.5743249607535321, 0.8323408815581027, 0.8863299663299664]
446) Scaler: MinMax, classifier: SGD-hu-l2--4, mean: 0.6099962078655972, class wrong: [0.21671875000000002, 0.43197802197802193, 0.8904808498741963, 0.924882154882155]
389) Scaler: MinMax, classifier: SGD-sh-l2-0, mean: 0.6096773294035366, class wrong: [0.058124999999999996, 0.8574175824175823, 0.9911518031870281, 0.9981481481481481]
509) Scaler: MinMax, classifier: SGD-sl-l2-0, mean: 0.6081155450170963, class wrong: [0.023125, 0.9943668236525379, 0.9712328767123288, 1.0]
1112) Scaler: Standard, classifier: SGD-sei-l2-0, mean: 0.6080613212439038, class wrong: [0.21734375000000003, 0.4729565672422814, 0.8410492964309011, 0.942929292929293]
865) Scaler: Robust, classifier: Perceptron-l1--1, mean: 0.6068644206295055, class wrong: [0.0709375, 0.8428571428571429, 0.9739726027397261, 1.0]
1310) Scaler: None, classifier: SGD-p-l2-1, mean: 0.6064856950328288, class wrong: [0.2009375, 0.5760491889063317, 0.797441990494828, 0.9141750841750842]
49) Scaler: MaxAbs, classifier: SGD-sh-l2--2, mean: 0.6062130405936437, class wrong: [0.29109375, 0.3843249607535322, 0.6528841673655764, 0.9377441077441077]
654) Scaler: Robust, classifier: SGD-sh-e--2, mean: 0.6061597050273996, class wrong: [0.23921875000000004, 0.5324751439037154, 0.6759155717081354, 0.9521885521885523]
1289) Scaler: None, classifier: SGD-sh-l2-0, mean: 0.6055872613260301, class wrong: [0.1953125, 0.62925431711146, 0.7827835243686515, 0.8435690235690236]
527) Scaler: MinMax, classifier: SGD-ei-l2-1, mean: 0.6053042854755026, class wrong: [0.0246875, 0.9825641025641026, 1.0, 1.0]
526) Scaler: MinMax, classifier: SGD-hu-l2-1, mean: 0.6053042854755026, class wrong: [0.0246875, 0.9825641025641026, 1.0, 1.0]
406) Scaler: MinMax, classifier: SGD-h-l2-1, mean: 0.6053042854755026, class wrong: [0.0246875, 0.9825641025641026, 1.0, 1.0]
419) Scaler: MinMax, classifier: SGD-sh-n-1, mean: 0.6045558367574168, class wrong: [0.16421875000000002, 0.6099162742019886, 0.9065650917901408, 0.964915824915825]
261) Scaler: MaxAbs, classifier: Perceptron-l1--2, mean: 0.6040698966874006, class wrong: [0.19921874999999994, 0.49208006279434857, 0.9438356164383561, 0.888888888888889]
119) Scaler: MaxAbs, classifier: SGD-sh-n-1, mean: 0.603987577942718, class wrong: [0.15718750000000004, 0.6334301412872841, 0.9106793402292424, 0.9630976430976432]
649) Scaler: Robust, classifier: SGD-sh-l2--2, mean: 0.6038418001124549, class wrong: [0.23515625, 0.5478388278388279, 0.6881930854533594, 0.9558922558922559]
1211) Scaler: None, classifier: SGD-h-e--4, mean: 0.6037760171648197, class wrong: [0.2225, 0.5224882260596547, 0.8186236138290933, 0.8475757575757574]
1215) Scaler: None, classifier: SGD-p-e--4, mean: 0.6037760171648197, class wrong: [0.2225, 0.5224882260596547, 0.8186236138290933, 0.8475757575757574]
1488) Scaler: None, classifier: PA-II--3, mean: 0.6036377595120201, class wrong: [0.1846875, 0.6476896912611199, 0.7861243127387942, 0.9308417508417509]
354) Scaler: MinMax, classifier: SGD-sh-e--2, mean: 0.6033239762588842, class wrong: [0.32171874999999994, 0.31025902668759814, 0.6243779703662288, 0.9762962962962962]
118) Scaler: MaxAbs, classifier: SGD-mh-n-1, mean: 0.6032955199764761, class wrong: [0.07578125, 0.8558686551543694, 0.9604510297269593, 1.0]
1303) Scaler: None, classifier: SGD-mh-l1-1, mean: 0.6026122195411593, class wrong: [0.12640625, 0.7464128728414442, 0.8901313950237629, 1.0]
1486) Scaler: None, classifier: PA-II--2, mean: 0.6017082786003831, class wrong: [0.1878125, 0.6517765567765568, 0.779987885565185, 0.9326599326599327]
1484) Scaler: None, classifier: PA-II--1, mean: 0.6015156003730228, class wrong: [0.18796875, 0.6522867608581893, 0.779987885565185, 0.9326599326599327]
1493) Scaler: None, classifier: PA-I-2, mean: 0.6014190752764976, class wrong: [0.188125, 0.6522867608581893, 0.779987885565185, 0.9326599326599327]
1485) Scaler: None, classifier: PA-I--2, mean: 0.6014190752764976, class wrong: [0.188125, 0.6522867608581893, 0.779987885565185, 0.9326599326599327]
1481) Scaler: None, classifier: PA-I-0, mean: 0.6014190752764976, class wrong: [0.188125, 0.6522867608581893, 0.779987885565185, 0.9326599326599327]
1483) Scaler: None, classifier: PA-I--1, mean: 0.6014190752764976, class wrong: [0.188125, 0.6522867608581893, 0.779987885565185, 0.9326599326599327]
1482) Scaler: None, classifier: PA-II-0, mean: 0.6014190752764976, class wrong: [0.188125, 0.6522867608581893, 0.779987885565185, 0.9326599326599327]
1487) Scaler: None, classifier: PA-I--3, mean: 0.6014190752764976, class wrong: [0.188125, 0.6522867608581893, 0.779987885565185, 0.9326599326599327]
1494) Scaler: None, classifier: PA-II-2, mean: 0.6014190752764976, class wrong: [0.188125, 0.6522867608581893, 0.779987885565185, 0.9326599326599327]
1492) Scaler: None, classifier: PA-II-1, mean: 0.6014190752764976, class wrong: [0.188125, 0.6522867608581893, 0.779987885565185, 0.9326599326599327]
1491) Scaler: None, classifier: PA-I-1, mean: 0.6014190752764976, class wrong: [0.188125, 0.6522867608581893, 0.779987885565185, 0.9326599326599327]
384) Scaler: MinMax, classifier: SGD-sh-l1-0, mean: 0.6007886446416913, class wrong: [0.08109375, 0.8603427524856097, 0.9486301369863014, 1.0]
116) Scaler: MaxAbs, classifier: SGD-h-n-1, mean: 0.5999123935613093, class wrong: [0.08078125, 0.8476373626373626, 0.9733389246109404, 1.0]
675) Scaler: Robust, classifier: SGD-p-e--1, mean: 0.5997743883833475, class wrong: [0.22718749999999996, 0.5479591836734695, 0.7352297083216848, 1.0]
1216) Scaler: None, classifier: SGD-h-n--4, mean: 0.5996212215281871, class wrong: [0.2209375, 0.5789874411302983, 0.774578324480477, 0.8587542087542088]
1462) Scaler: None, classifier: Perceptron-l2--2, mean: 0.599164005612747, class wrong: [0.16203125, 0.6644139194139195, 0.905847544497251, 0.9017171717171717]
1463) Scaler: None, classifier: Perceptron-e--2, mean: 0.599164005612747, class wrong: [0.16203125, 0.6644139194139195, 0.905847544497251, 0.9017171717171717]
665) Scaler: Robust, classifier: SGD-p-l1--1, mean: 0.5984460575567068, class wrong: [0.06359374999999999, 0.8918341182626897, 1.0, 0.9981481481481481]
418) Scaler: MinMax, classifier: SGD-mh-n-1, mean: 0.5983664973181682, class wrong: [0.11578124999999999, 0.7688487702773417, 0.9365250209672912, 1.0]
1333) Scaler: None, classifier: SGD-mh-e-2, mean: 0.5977839593227068, class wrong: [0.10609375000000001, 0.8246781789638933, 0.9086292051067002, 1.0]
697) Scaler: Robust, classifier: SGD-l-n-0, mean: 0.5972235096628834, class wrong: [0.19109375, 0.5697252747252748, 0.9050321498462399, 0.9378787878787878]
1162) Scaler: Standard, classifier: Perceptron-l2--2, mean: 0.5970505227646395, class wrong: [0.24937499999999999, 0.45070381998953435, 0.8255335010716616, 0.8987205387205386]
1163) Scaler: Standard, classifier: Perceptron-e--2, mean: 0.5970505227646395, class wrong: [0.24937499999999999, 0.45070381998953435, 0.8255335010716616, 0.8987205387205386]
416) Scaler: MinMax, classifier: SGD-h-n-1, mean: 0.5964397366057141, class wrong: [0.07515625000000001, 0.8998273155416012, 0.952828254589507, 1.0]
1233) Scaler: None, classifier: SGD-mh-e--6, mean: 0.5956308269625776, class wrong: [0.1890625, 0.6718367346938775, 0.7943667878110149, 0.9233670033670034]
1294) Scaler: None, classifier: SGD-sh-e-0, mean: 0.595184684673092, class wrong: [0.180625, 0.7330298273155417, 0.7693644581120119, 0.8793939393939393]
345) Scaler: MinMax, classifier: SGD-p-l1--2, mean: 0.5948381919950458, class wrong: [0.19671875000000003, 0.6280245944531658, 0.8460581492871121, 0.866835016835017]
1324) Scaler: None, classifier: SGD-sh-l1-2, mean: 0.5926549233592006, class wrong: [0.3378125, 0.39141548927263203, 0.5865483179573199, 0.7982491582491582]
349) Scaler: MinMax, classifier: SGD-sh-l2--2, mean: 0.5922365122781714, class wrong: [0.33843750000000006, 0.31691522762951335, 0.6216242661448141, 0.9745454545454546]
1232) Scaler: None, classifier: SGD-l-e--6, mean: 0.5906184006131319, class wrong: [0.1940625, 0.6800287807430665, 0.7957273320287019, 0.9270033670033669]
1318) Scaler: None, classifier: SGD-mh-n-1, mean: 0.5883379263992332, class wrong: [0.1421875, 0.7622501308215595, 0.9010670021433231, 1.0]
1317) Scaler: None, classifier: SGD-l-n-1, mean: 0.5883379263992332, class wrong: [0.1421875, 0.7622501308215595, 0.9010670021433231, 1.0]
1009) Scaler: Standard, classifier: SGD-sh-l2-1, mean: 0.5876350383015281, class wrong: [0.12046874999999999, 0.8383464154892728, 0.9, 1.0]
750) Scaler: Robust, classifier: SGD-hu-e--4, mean: 0.5875349696569865, class wrong: [0.21296875, 0.5597252747252747, 0.8882163824433883, 0.9484511784511783]
863) Scaler: Robust, classifier: Perceptron-e--2, mean: 0.5867284337437295, class wrong: [0.21203125000000003, 0.6030821559392988, 0.867081353089181, 0.874949494949495]
862) Scaler: Robust, classifier: Perceptron-l2--2, mean: 0.5867284337437295, class wrong: [0.21203125000000003, 0.6030821559392988, 0.867081353089181, 0.874949494949495]
698) Scaler: Robust, classifier: SGD-mh-n-0, mean: 0.5860337459572389, class wrong: [0.2225, 0.5585112506541078, 0.8689124965054515, 0.9194612794612794]
681) Scaler: Robust, classifier: SGD-h-l1-0, mean: 0.5847823787987833, class wrong: [0.06734375000000001, 0.9903061224489796, 0.9555772994129159, 0.9818181818181818]
84) Scaler: MaxAbs, classifier: SGD-sh-l1-0, mean: 0.5843029448382323, class wrong: [0.1884375, 0.6780743066457352, 0.8403084521479824, 1.0]
74) Scaler: MaxAbs, classifier: SGD-sh-e--1, mean: 0.582865580282774, class wrong: [0.28015625, 0.47004186289900574, 0.8635355512067842, 0.6348821548821549]
1100) Scaler: Standard, classifier: SGD-sei-e--1, mean: 0.5802725276548879, class wrong: [0.2603125, 0.4414050235478807, 0.9067468083123661, 0.9048484848484849]
454) Scaler: MinMax, classifier: SGD-hu-n--4, mean: 0.5802633532648585, class wrong: [0.24765625, 0.4691470434327577, 0.9280868511788277, 0.8963299663299665]
1019) Scaler: Standard, classifier: SGD-sh-n-1, mean: 0.5791986510537543, class wrong: [0.33046875, 0.3503375196232339, 0.7292004473022086, 0.9043434343434343]
1050) Scaler: Standard, classifier: SGD-hu-e--4, mean: 0.5788263939161479, class wrong: [0.29109375000000004, 0.3450680272108843, 0.8942642810548878, 0.9502693602693603]
536) Scaler: MinMax, classifier: SGD-sei-n-1, mean: 0.5785814478303724, class wrong: [0.21031249999999999, 0.5951386708529567, 0.8955409561084708, 1.0]
709) Scaler: Robust, classifier: SGD-sh-l2-1, mean: 0.5785594305426607, class wrong: [0.12515625000000002, 0.8710125588697017, 0.9, 1.0]
1329) Scaler: None, classifier: SGD-sh-l2-2, mean: 0.5770422360310413, class wrong: [0.3596875, 0.3989665096807954, 0.6118115739446462, 0.743905723905724]
374) Scaler: MinMax, classifier: SGD-sh-e--1, mean: 0.5756358470646149, class wrong: [0.25968749999999996, 0.5503767660910518, 0.855386264094679, 0.7464309764309764]
221) Scaler: MaxAbs, classifier: SGD-sl-l1-1, mean: 0.5742897927218794, class wrong: [0.1, 0.9, 1.0, 1.0]
521) Scaler: MinMax, classifier: SGD-sl-l1-1, mean: 0.5742897927218794, class wrong: [0.1, 0.9, 1.0, 1.0]
1121) Scaler: Standard, classifier: SGD-sl-l1-1, mean: 0.5742897927218794, class wrong: [0.1, 0.9, 1.0, 1.0]
229) Scaler: MaxAbs, classifier: SGD-sl-e-1, mean: 0.5742897927218794, class wrong: [0.1, 0.9, 1.0, 1.0]
529) Scaler: MinMax, classifier: SGD-sl-e-1, mean: 0.5742897927218794, class wrong: [0.1, 0.9, 1.0, 1.0]
714) Scaler: Robust, classifier: SGD-sh-e-1, mean: 0.5697897787596891, class wrong: [0.1, 1.0, 0.9, 1.0]
1014) Scaler: Standard, classifier: SGD-sh-e-1, mean: 0.5697897787596891, class wrong: [0.1, 1.0, 0.9, 1.0]
719) Scaler: Robust, classifier: SGD-sh-n-1, mean: 0.5692461303855854, class wrong: [0.26656250000000004, 0.5660675039246467, 0.793481502189917, 0.8973737373737374]
1116) Scaler: Standard, classifier: SGD-sei-e-0, mean: 0.5690099323991614, class wrong: [0.24546874999999999, 0.5792150706436422, 0.8588575156089835, 0.9263299663299662]
399) Scaler: MinMax, classifier: SGD-sh-n-0, mean: 0.5684050311675709, class wrong: [0.2920312500000001, 0.5084065934065933, 0.8000139781940174, 0.8043434343434344]
1165) Scaler: Standard, classifier: Perceptron-l1--1, mean: 0.5679487243350708, class wrong: [0.17859375, 0.7409916274201989, 0.9527397260273972, 0.9]
1469) Scaler: None, classifier: Perceptron-l1--0, mean: 0.5664056230533417, class wrong: [0.19062500000000002, 0.7948979591836733, 0.8344376106607025, 0.9145454545454544]
420) Scaler: MinMax, classifier: SGD-p-n-1, mean: 0.5637367028908203, class wrong: [0.17484375000000002, 0.7914704343275771, 0.8933743360357841, 1.0]
685) Scaler: Robust, classifier: SGD-p-l1-0, mean: 0.5632965224976465, class wrong: [0.10484375000000001, 0.991326530612245, 0.9460255335010718, 0.9727272727272727]
69) Scaler: MaxAbs, classifier: SGD-sh-l2--1, mean: 0.5630818213619956, class wrong: [0.27953125, 0.571679748822606, 0.8778585406765448, 0.6154545454545455]
369) Scaler: MinMax, classifier: SGD-sh-l2--1, mean: 0.5609792759749171, class wrong: [0.2646875, 0.6020068027210883, 0.8799599291771504, 0.7152188552188552]
